Latitude,Longitude ,FY Obligation Year,Lender_Name,Borrower_Name,Project Name,Main_Address_Line1,Main_Address_Line2,Main_Address_Line3,City,State_Abbreviation,Zip_Code,Date_Loan_Closing, Loan_Amount ,Total_Development_Cost,Loan_to_Cost,Tax_Credit_Indicator,Colonias_Tribal_Indicator,EZ/EC_Indicator,Population_Obligation,Median_Household_Income_Obligation,Project_Size,Project_Type,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Total_3_Bedroom_Units,Total_4_Bedroom_Units,Total_5_Bedroom_Units,Br1 Unit Average Contract Rent,Br2 Unit Average Contract Rent,Br3 Unit Average Contract Rent,Br4 Unit Average Contract Rent,Br5 Unit Average Contract Rent,Construction_Type
38.942601,-83.409112,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","WODA ADAMS COUNTY HOUSING, LLC",WEBSTER GREENE,671 SHAKER RUN ROAD, , ,PEEBLES,OH,437130000,11/28/06 0:00,"$1,250,000",6417665,0.19,Y,N,N,1739,21250,44,FAMILY,0,14,12,18,0,0,475,498,550,0,NEW CONSTRUCTION
32.221683,-82.330343,2007,BONNEVILLE MORTGAGE COMPANY,JT LYONS LP,LYONS APARTMENTS,262 SKYLINE BLVD, , ,LYONS,GA,304360000,12/28/07 0:00,"$1,209,829",8218357,0.15,Y,N,N,4169,21202,62,FAMILY,6,14,42,0,0,418,437,495,0,0,REHAB/REPAIR
41.101688,-80.052307,2008,PENNSYLVANIA HOUSING FINANCE AGENCY,"MADISON GROVE, LLC","MADISON GROVE, LLC",GROVE CITY ROAD, , ,SLIPPERY ROCK,PA,160570000,2/22/10 0:00,"$790,000",7499522,0.11,Y,N,N,5251,31223,50,FAMILY,6,16,16,12,0,369,430,471,571,0,NEW CONSTRUCTION
36.05313,-84.007881,2007,BONNEVILLE MORTGAGE COMPANY,"EH KENSINGTON ADDITION, L.P.",KENSINGTON FOREST II APARTMENT,404 TAMMY DRIVE, , ,POWELL,TN,378495450,8/7/08 0:00,"$1,049,331",3859000,0.27,Y,N,N,173890,27492,60,FAMILY,40,20,0,0,0,410,485,0,0,0,REHAB/REPAIR
43.713617,-98.021314,2006,BANK OF THE WEST,CATHEDRAL SQUARE PARTNERS LTD PARTNERSHI,CATHEDRAL SQUARE II,500 NORTH LANGDON, , ,MITCHELL,SD,573010000,1/28/09 0:00,"$367,892",2073933,0.18,Y,N,N,14558,31308,31,SENIOR,31,0,0,0,0,651,0,0,0,0,REHAB/REPAIR
31.379133,-84.933955,2007,"SUNTRUST CDC, LLC",BLAKELY COMMONS LP,BLAKELY COMMONS,62 N MAIN ST, , ,BLAKELY,GA,398230000,4/18/08 0:00,"$760,000",9455360,0.08,Y,N,N,5996,20250,64,FAMILY,0,0,44,20,0,0,0,390,405,0,NEW CONSTRUCTION
39.365612,-80.057358,2007,WV HOUSING DEVEL FUND,GARRETT MILLS LIMITED PARTNERSHIP,GARRETT MILLS APARTMENTS,63 GARRETT MILLS LANE, , ,GRAFTON,WV,263540000,3/8/10 0:00,"$475,000",3643975,0.13,Y,N,N,5489,39200,32,FAMILY,12,12,8,0,0,330,380,430,0,0,NEW CONSTRUCTION
38.969341,-84.283981,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","RIVERVIEW BLUFFS ASSOCIATES, LP",RIVERVIEW BLUFFS,104 RIVER VALLEY BLVD, , ,NEW RICHMOND,OH,451570000,8/31/05 0:00,"$239,175",4693500,0.05,Y,N,N,2219,40000,36,FAMILY,6,30,0,0,0,411,511,0,0,0,NEW CONSTRUCTION
29.351372,-99.152416,2008,LANCASTER POLLARD MORTGAGE COMPANY,"HANBECK, LTD",TUSCANY COURT APARTMENTS,2208 14TH STREET, , ,HONDO,TX,788610000,1/29/08 0:00,"$2,400,000",7323199,0.33,Y,N,N,8933,27917,76,FAMILY,0,20,56,0,0,0,419.4,480.2,0,0,NEW CONSTRUCTION
37.717321,-89.252433,2009,PEOPLES NATIONAL BANK,"PRAIRIE LIVING WEST, LLC",PRAIRIE LIVING WEST,955 VILLA CT, , ,CARBONDALE,IL,629016001,10/9/09 0:00,"$6,210,000",6900000,0.9,N,N,N,20681,34601,50,SENIOR,47,3,0,0,0,1050,1200,0,0,0,NEW CONSTRUCTION
42.314325,-111.297825,2009,BONNEVILLE MORTGAGE COMPANY,ASPENWOOD MONEPELIER LLC,ASPENWOOD APARTMENTS,235 S. 4TH STREET, , ,MONTPELIER,ID,832540000,9/15/10 0:00,"$875,000",2915159,0.3,Y,N,N,2785,32162,36,SENIOR,36,0,0,0,0,636,0,0,0,0,REHAB/REPAIR
33.484623,-82.490364,2004,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",MONTEREY PASS LP,MONTEREY PASS,877 COBBHAM RD, , ,THOMSON,GA,308240000,2/8/05 0:00,"$615,000",5025000,0.12,Y,N,Y,6828,32482,60,SENIOR,30,30,0,0,0,320,350,0,0,0,NEW CONSTRUCTION
31.761625,-84.437866,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",AUTUMN CREST LP,AUTUMN CREST,887 FORRESTER DRIVE, , ,DAWSON,GA,398420000,3/27/07 0:00,"$250,000",4080000,0.06,Y,N,N,5058,24140,36,SENIOR,12,24,0,0,0,320,340,0,0,0,NEW CONSTRUCTION
42.904937,-97.392009,2007,BONNEVILLE MORTGAGE COMPANY,APPLE CREEK LIMITED PARTNERSHIP,APPLE CREEK APARTMENTS,2900 DOUGLAS AVE, , ,YANKTON,SD,570780000,7/26/09 0:00,"$1,200,000",5316979,0.23,Y,N,N,13528,31843,44,FAMILY,0,20,24,0,0,0,436,496,0,0,NEW CONSTRUCTION
39.213508,-76.07317,2009,LANCASTER POLLARD MORTGAGE COMPANY,"HIGH STREET HOUSING, L.P.",CALVERT HEIGHTS APARTMENTS,716 HIGH STREET, , ,CHESTERTOWN,MD,216200000,9/29/09 0:00,"$1,864,000",9335156,0.2,Y,N,N,4746,31530,40,FAMILY,0,20,20,0,0,0,485,833,0,0,NEW CONSTRUCTION
32.733753,-115.530118,2010,JPMORGAN CHASE BANK,"APD CA RD 2008, A LIMITED PARTNERSHIP",HEBER VILLAGE II APARTMENTS,1140 HEBER AVENUE, , ,HEBER,CA,922490000,4/7/10 0:00,"$85,000",2395941,0.04,Y,N,N,2988,31500,24,FAMILY,4,8,12,0,0,600,690,805,0,0,REHAB/REPAIR
32.733753,-115.530118,2008,JPMORGAN CHASE BANK,"APD CA RD 2008, A LIMITED PARTNERSHIP",HEBER VILLAGE II APARTMENTS,1140 HEBER AVENUE, , ,HEBER,CA,922490000,4/1/10 0:00,"$825,000",2395941,0.34,Y,N,N,2988,31500,24,FAMILY,4,8,12,0,0,600,690,805,0,0,REHAB/REPAIR
32.796384,-81.940111,2014,P/R MORTGAGE & INVESTMENT CORP,"MILLEN BRIER CREEK, LP",BRIER CREEK,535 BRIER CREEK, , ,MILLEN,GA,304420000,12/10/14 0:00,"$401,500",2404524,0.17,Y,N,N,3120,38100,28,SENIOR,28,0,0,0,0,510,0,0,0,0,REHAB/REPAIR
34.872796,-85.811326,2014,"GREYSTONE SERVICING CORPORATION, INC.","SHADOWBLUFF APARTMENTS NEW, LTD",SHADOWBLUFF APARTMENTS,82 COUNTY ROAD 85, , ,STEVENSON,AL,357720000,8/28/14 0:00,"$702,000",1947272,0.36,Y,N,N,2046,32207,24,FAMILY,2,22,0,0,0,510,515,0,0,0,REHAB/REPAIR
36.385559,-83.043266,2015,"GREYSTONE SERVICING CORPORATION, INC.","HALLMARK CHEROKEE SQUARE, LLC",CHEROKEE SQUARE APTS.,2013 BROWN DRIVE, , ,ROGERSVILLE,TN,378570000,8/27/15 0:00,"$518,000",2430230,0.21,Y,N,N,4420,51800,31,FAMILY,16,15,0,0,0,429,449,0,0,0,REHAB/REPAIR
36.270787,-83.076441,2015,"GREYSTONE SERVICING CORPORATION, INC.","HALLMARK SYCAMORE TRACE, LLC",SYCAMORE TRACE APTS.,126 NORTH SHEPARD DRIVE, , ,BULLS GAP,TN,377110000,8/27/15 0:00,"$444,000",2458079,0.18,Y,N,N,738,51800,32,FAMILY,12,20,0,0,0,452,520,0,0,0,REHAB/REPAIR
34.7619,-87.961816,2014,"GREYSTONE SERVICING CORPORATION, INC.","SPRING CREEK APARTMENTS NEW, LTD",SPRING CREEK APARTMENTS,190 JOHNSON DRIVE, , ,CHEROKEE,AL,356160000,8/28/14 0:00,"$391,000",2021561,0.19,Y,N,N,1048,51000,24,FAMILY,24,0,0,0,0,510,0,0,0,0,REHAB/REPAIR
31.806284,-85.963676,2014,"GREYSTONE SERVICING CORPORATION, INC.","SKYVIEW APARTMENTS NEW, LTD",SKYVIEW APARTMENTS,104 PARK STREET, , ,TROY,AL,360810000,8/28/14 0:00,"$1,139,000",2796045,0.41,Y,N,N,18033,44200,36,FAMILY,8,28,0,0,0,460,510,0,0,0,REHAB/REPAIR
36.290249,-87.052254,2015,"GREYSTONE SERVICING CORPORATION, INC.","HALLMARK FOREST OAKS, LLC",FOREST OAKS APARTMENTS,100 BELL STREET, , ,ASHLAND CITY,TN,370151928,8/27/15 0:00,"$314,000",3673362,0.09,Y,N,N,4541,66900,41,FAMILY,4,32,5,0,0,535,560,585,0,0,REHAB/REPAIR
35.960765,-83.201963,2015,"GREYSTONE SERVICING CORPORATION, INC.","HALLMARK SUNCREST, LLC",SUNCREST APTS.,261 SUNCREST WAY, , ,NEWPORT,TN,378210000,8/27/15 0:00,"$766,000",2525434,0.3,Y,N,N,6945,42100,32,FAMILY,10,22,0,0,0,410,445,0,0,0,REHAB/REPAIR
33.221287,-106.799782,2010,BONNEVILLE MORTGAGE COMPANY,RIO ABAJO NM MULTI-FAMILY 2007 LLC,RIO ABAJO MFH 2007,1485 EAST 2ND STREET, , ,TRUTH OR CONSEQUENCES,NM,879010000,3/15/11 0:00,"$350,000",3045626,0.11,Y,N,N,7289,24152,42,SENIOR,34,8,0,0,0,475,575,0,0,0,REHAB/REPAIR
61.601749,-149.106445,2009,CENTENNIAL MORTGAGE INC,"APD HOUSING PARTNERS 18, LP",NORTHRIDGE TERRACE,424 E DOGWOOD AVENUE, , ,PALMER,AK,996450000,10/28/09 0:00,"$1,425,000",4453154,0.32,Y,N,N,4533,92900,36,FAMILY,16,20,0,0,0,646,764,0,0,0,REHAB/REPAIR
34.253262,-110.044706,2007,BONNEVILLE MORTGAGE COMPANY,TIMBERSTONE APARTMENTS II LLLP,TIMBERSTONE APARTMENTS II,200 WEST COOLEY, , ,SHOW LOW,AZ,859010000,7/6/09 0:00,"$983,000",8177441,0.12,Y,N,N,7695,32356,56,FAMILY,0,32,24,0,0,0,458.79,458.79,0,0,NEW CONSTRUCTION
37.393687,-84.418623,2013,LANCASTER POLLARD MORTGAGE COMPANY,"CASTLE VILLAGE APARTMENTS, LLC",CASTLE VILLAGE APARTMENTS,165 CASTLE VILLAGE DRIVE, , ,BRODHEAD,KY,404090000,12/11/13 0:00,"$1,314,000",8776905,0.15,Y,N,N,1193,37100,70,FAMILY,30,30,10,0,0,473,560,748,0,0,REHAB/REPAIR
41.588085,-84.165184,2009,BELLWETHER ENTERPRISE REAL ESTATE,"WAUSEON SENIOR VILLAGE, LLC",WAUSEON SENIOR VILLAGE,700 WAUSEON SENIOR VILLAGE DR., , ,WAUSEON,OH,435670000,8/28/09 0:00,"$1,500,000",7958021,0.19,Y,N,N,7091,39591,48,SENIOR,0,48,0,0,0,0,394,0,0,0,NEW CONSTRUCTION
32.20633,-82.313314,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",BENEFICIAL LAKEVIEW APTS LP,LAKEVIEW TOWNHOMES,136 N 10TH STREET, , ,LYONS,GA,304360000,5/31/05 0:00,"$559,319",7234603,0.08,Y,N,N,4169,21202,72,FAMILY,10,34,28,0,0,274,336,385,0,0,NEW CONSTRUCTION
38.658089,-80.742561,2002,WV HOUSING DEVEL FUND,DEER FOREST L.P.,DEER FOREST APARTMENTS,152 ENTERPRISE DRIVE, , ,GASSAWAY,WV,266240000,10/30/02 0:00,"$850,000",1707172,0.5,Y,N,N,14872,24238,32,FAMILY,8,16,8,0,0,311,370,411,0,0,NEW CONSTRUCTION
35.031696,-110.715007,2004,KEYBANK NA,WINSLOW CROSSING LIMITED PARTNERSHIP,WINSLOW CROSSING,1800 W FLEMING STREET, , ,WINSLOW,AZ,860470000,11/15/04 0:00,"$750,000",5913981,0.13,Y,N,N,9520,35825,52,FAMILY,8,44,0,0,0,305,458,0,0,0,NEW CONSTRUCTION
32.678154,-115.515976,2010,JPMORGAN CHASE BANK,"APD CA RD 2008, A LIMITED PARTNERSHIP",CALEXICO APARTMENTS,1020 KLOKE AVENUE, , ,CALEXICO,CA,922310000,4/7/10 0:00,"$135,000",3524934,0.04,Y,N,N,27109,30277,36,FAMILY,8,16,12,0,0,425,502,580,0,0,REHAB/REPAIR
32.678154,-115.515976,2008,JPMORGAN CHASE BANK,"APD CA RD 2008, A LIMITED PARTNERSHIP",CALEXICO APARTMENTS,1020 KLOKE AVENUE, , ,CALEXICO,CA,922310000,4/1/10 0:00,"$760,000",3524934,0.22,Y,N,N,27109,30277,36,FAMILY,8,16,12,0,0,425,502,580,0,0,REHAB/REPAIR
43.057022,-108.517159,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",RIVERTON PHASE II ASSOCIATES,COLLEGE HILL II APARTMENTS,3002 COLLEGE HILL DR., , ,RIVERTON,WY,825010000,3/1/07 0:00,"$835,000",3179087,0.26,Y,N,N,9310,44000,32,FAMILY,0,16,16,0,0,0,409,551,0,0,NEW CONSTRUCTION
36.471947,-86.65078,2015,"GREYSTONE SERVICING CORPORATION, INC.","HALLMARK CLEARVIEW, LLC",CLEARVIEW APARTMENTS,3318 HIGHWAY 31W, , ,WHITE HOUSE,TN,371887914,8/27/15 0:00,"$1,642,000",3476265,0.47,Y,N,N,10255,66900,48,SENIOR,40,8,0,0,0,500,531,0,0,0,REHAB/REPAIR
36.25721,-87.894943,2015,"GREYSTONE SERVICING CORPORATION, INC.","HALLMARK SHAMROCK, LLC",SHAMROCK APARTMENTS,11 SHAMROCK DRIVE, , ,ERIN,TN,370615234,8/27/15 0:00,"$1,320,000",2965245,0.45,Y,N,N,1324,47300,43,SENIOR,34,9,0,0,0,390,415,0,0,0,REHAB/REPAIR
36.439733,-84.941006,2015,"GREYSTONE SERVICING CORPORATION, INC.","HALLMARK FENTRESS OAKS, LLC",FENTRESS OAKS APARTMENTS,428 LAWSON STREET, , ,JAMESTOWN,TN,385563238,8/27/15 0:00,"$699,000",2329740,0.3,Y,N,N,1959,39100,32,FAMILY,16,16,0,0,0,416,496,0,0,0,REHAB/REPAIR
36.555481,-86.231979,2015,"GREYSTONE SERVICING CORPORATION, INC.","HALLMARK OAKWOOD VILLAGE, LLC",OAKWOOD VILLAGE APARTMENTS,2021 OAKWOOD DRIVE, , ,WESTMORELAND,TN,371862165,8/27/15 0:00,"$873,000",1367581,0.64,Y,N,N,2206,66900,25,SENIOR,24,1,0,0,0,533,538,0,0,0,REHAB/REPAIR
34.829845,-114.60482,2014,BONNEVILLE MORTGAGE COMPANY,"1001 LILLY HILL PARTNERS, LP",LILLY HILL APARTMENTS,1001 LILLY HILL DRIVE, , ,NEEDLES,CA,923630000,9/9/15 0:00,"$2,037,667",6816514,0.3,Y,N,N,4844,55853,52,FAMILY,12,32,8,0,0,274,326,351,0,0,REHAB/REPAIR
35.199879,-88.233788,2015,"GREYSTONE SERVICING CORPORATION, INC.","HALLMARK SOUTHWOOD, LLC",SOUTHWOOD APARTMENTS,1709 AUSTIN STREET, , ,SAVANNAH,TN,383720000,8/27/15 0:00,"$779,000",3441602,0.23,Y,N,N,6982,41100,44,FAMILY,19,25,0,0,0,408,438,0,0,0,REHAB/REPAIR
36.24327,-83.808374,2015,"GREYSTONE SERVICING CORPORATION, INC.",HALLMARK STONE GATE LLC,STONE GATE APTS.,126 PROSPECT ROAD, , ,MAYNARDVILLE,TN,378070000,8/27/15 0:00,"$881,000",2509880,0.35,Y,N,N,2413,61600,32,FAMILY,12,20,0,0,0,485,525,0,0,0,REHAB/REPAIR
36.241364,-83.812714,2015,"GREYSTONE SERVICING CORPORATION, INC.","HALLMARK CEDARS, LLC",CEDARS APARTMENTS,264 WEST MAIN STREET, , ,MAYNARDVILLE,TN,378073438,8/27/15 0:00,"$866,000",3318477,0.26,Y,N,N,2413,61600,41,SENIOR,40,1,0,0,0,495,505,0,0,0,REHAB/REPAIR
39.2364,-76.167984,2010,LANCASTER POLLARD MORTGAGE COMPANY,"KENT HOUSING ASSOCIATES, LP",BAYWOOD VILLAGE APARTMENTS,23165 BAYWOOD COURT, , ,CHESTERTOWN,MD,216200000,12/18/09 0:00,"$2,970,000",14412696,0.21,Y,N,N,6142,32833,104,FAMILY,18,66,10,10,0,684,740,1084,1264,0,REHAB/REPAIR
31.981994,-83.767299,2004,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",OVERLOOK POINT LP,OVERLOOK POINTE,1112 BLACKSHEAR RD, , ,CORDELE,GA,310100000,2/8/05 0:00,"$547,000",4690000,0.12,Y,N,Y,11608,26928,56,SENIOR,28,28,0,0,0,320,350,0,0,0,NEW CONSTRUCTION
30.362625,-97.40534,2006,LANCASTER POLLARD MORTGAGE COMPANY,"CRESCENT VILLAGE II, LTD.",CRESENT VILLAGE II APARTMENTS,13817 COUNTY LINE RD, , ,ELGIN,TX,786215828,9/30/09 0:00,"$2,869,300",7611764,0.38,Y,N,N,5700,38750,76,FAMILY,20,32,24,0,0,459,544,760,0,0,NEW CONSTRUCTION
30.264244,-92.82663,2014,LANCASTER POLLARD MORTGAGE COMPANY,"WILLOWOOD ESTATES, L.P.",WILLOWOOD ESTATES,808 WILLOWOOD CIRCLE, , ,WELSH,LA,705910000,5/5/15 0:00,"$1,160,000",5738360,0.2,Y,N,N,3380,55700,32,FAMILY,0,0,25,7,0,0,0,575,625,0,NEW CONSTRUCTION
38.195805,-75.69445,2013,BONNEVILLE MORTGAGE COMPANY,"JT STEWART'S NECK 2, LP",STEWART'S NECK APARTMENTS,30512 NUTTERS LANE, , ,PRINCESS ANNE,MD,218531033,12/18/13 0:00,"$1,285,000",5401703,0.24,Y,N,N,3290,41420,36,FAMILY,18,18,0,0,0,674,726,0,0,0,REHAB/REPAIR
39.356361,-85.95018,2008,P/R MORTGAGE & INVESTMENT CORP,NEWBURY POINTE L.P.,NEWBURY POINTE APARTMENTS,501 HAMMOND LOOP, , ,EDINBURGH,IN,461240000,1/1/09 0:00,"$735,000",3577185,0.21,Y,N,N,4505,32170,20,SENIOR,0,20,0,0,0,0,440,0,0,0,NEW CONSTRUCTION
40.132351,-86.247009,2009,P/R MORTGAGE & INVESTMENT CORP,"SPICEWOOD GARDEN APARTMENTS, L.P.",SPICEWOOD GARDEN A,801 GINGER LANE, , ,SHERIDAN,IN,460690000,1/25/10 0:00,"$450,000",3169853,0.14,Y,N,N,2520,38390,25,SENIOR,0,25,0,0,0,0,368,0,0,0,NEW CONSTRUCTION
38.400118,-86.111482,2009,P/R MORTGAGE & INVESTMENT CORP,"COUNTRY TRACE, L.P.",COUNTRY TRACE APARTMENTS,13590 GREENE STREET NE, , ,PALMYRA,IN,471640000,9/17/09 0:00,"$560,000",3624856,0.15,Y,N,N,663,36964,28,SENIOR,6,22,0,0,0,330,397,0,0,0,NEW CONSTRUCTION
40.928618,-87.160392,1999,BELLWETHER ENTERPRISE REAL ESTATE,RENSSELAER CREEKSIDE LLC MEADOWWOOD,"64 UNITS (1,2,3 BEDROOMS",841 W. KANNAL COURT, , ,RENSSELAER,IN,479780000,7/13/01 0:00,"$1,435,000",4679728,0.31,Y,N,N,6333,42992,64,FAMILY,16,24,24,0,0,482,553,591,0,0,OTHER
35.487406,-86.442007,2014,BONNEVILLE MORTGAGE COMPANY,"WILSON RIDGE APTS., L.P.",PADDOCK RIDGE APTS.,125 SUNLITE ROAD, , ,SHELBYVILLE,TN,371600000,10/27/14 0:00,"$915,000",6687180,0.14,Y,N,N,16401,49300,58,FAMILY,0,48,10,0,0,0,509,600,0,0,NEW CONSTRUCTION
34.829697,-114.614944,2013,BONNEVILLE MORTGAGE COMPANY,"1600 LILLY HILL PARTNERS, LP",MESA GRANDE APARTMENTS,1600 LILLY HILL DRIVE, , ,NEEDLES,CA,923630000,9/9/15 0:00,"$653,750",4806655,0.14,Y,N,N,4844,55853,46,SENIOR,45,1,0,0,0,333,645,0,0,0,REHAB/REPAIR
39.369846,-121.692116,2013,BONNEVILLE MORTGAGE COMPANY,"DHI-DFA GRIDLEY SPRINGS ASSOCIATES, LP",GRIDLEY SPRINGS APARTMENTS,210 FORD AVENUE, , ,GRIDLEY,CA,932410000,3/19/15 0:00,"$350,000",4925847,0.07,Y,N,N,6584,42971,32,FAMILY,12,18,2,0,0,668,708,748,0,0,REHAB/REPAIR
38.027767,-84.903305,2016,"GREYSTONE SERVICING CORPORATION, INC.","BRAYTON PLACE, LLC",BRAYTON APARTMENTS,10 LYNN DRIVE, , ,LAWRWENCEBURG,KY,403420000,12/17/15 0:00,"$225,000",3183840,0.07,Y,N,N,10505,48786,40,FAMILY,16,24,0,0,0,393,408,0,0,0,REHAB/REPAIR
37.78623,-114.387175,2016,BONNEVILLE MORTGAGE COMPANY,"LINCOLN COUNTY SENIOR HOUSING, LLC",LINCOLN SENIOR HOUSING,246 S. 4TH STREET, , ,PANACA,NV,890460000,4/6/16 0:00,"$1,300,000",5293937,0.25,Y,N,N,3095,40143,52,SENIOR,52,0,0,0,0,767,0,0,0,0,REHAB/REPAIR
34.122134,-116.418507,2013,BONNEVILLE MORTGAGE COMPANY,"YUCCA VALLEY SENIOR HOUSING PARTNERS, LP",DUMOSA SENIOR VILLAGE,57110 TWENTYNINE PALMS HWY, , ,YUCCA VALLEY,CA,922840000,2/29/16 0:00,"$850,000",17795517,0.05,Y,N,N,20700,55853,75,SENIOR,74,1,0,0,0,376,452,0,0,0,NEW CONSTRUCTION
34.95163,-95.766762,2007,"BANK OF OKLAHOMA, N.A.","HICKORY RIDGE MCALESTE, LLC",LEGEMDS AT HICKORY RIDGE,546-592 W PARK AVE, , ,MC ALESTER,OK,745010000,7/1/08 0:00,"$600,000",5245630,0.11,Y,N,N,17783,28631,34,,0,0,34,0,0,0,0,400,0,0,NEW CONSTRUCTION
34.95163,-95.766762,2008,"BANK OF OKLAHOMA, N.A.","HICKORY RIDGE MCALESTE, LLC",LEGEMDS AT HICKORY RIDGE,546-592 W PARK AVE, , ,MC ALESTER,OK,745010000,7/1/08 0:00,"$75,000",5245630,0.01,Y,N,N,17783,28631,34,,0,0,34,0,0,0,0,400,0,0,NEW CONSTRUCTION
37.02499,-88.347786,2016,"GREYSTONE SERVICING CORPORATION, INC.","CALVERT PLACE, LLC",CALVERT CITY APARTMENTS,594 CEDAR STREET, , ,CALVERT CITY,KY,420290000,12/17/15 0:00,"$550,000",3674792,0.15,Y,N,N,2566,44179,60,FAMILY,30,30,0,0,0,362,452,0,0,0,REHAB/REPAIR
33.217224,-80.450661,2016,ROCKHALL FUNDING CORPORATION,NEW WINFIELD APARTMENTS LLC,WINFIELD APARTMENTS,138 JUDGE STREET, , ,HARLEYVILLE,SC,294480000,2/19/16 0:00,"$350,000",3359262,0.1,Y,N,N,691,62900,34,FAMILY,12,22,0,0,0,550,625,0,0,0,REHAB/REPAIR
44.289848,-94.729012,2016,BELLWETHER ENTERPRISE REAL ESTATE,CB SUNRISE MANOR LLC,SUNRISE MANOR,500 REMMELE ST., , ,SLEEPY EYE,MN,560850000,5/26/16 0:00,"$1,300,000",2893494,0.45,N,N,N,3599,44125,32,FAMILY,0,25,7,0,0,0,773,842,0,0,REHAB/REPAIR
40.733535,-82.764649,2016,LANCASTER POLLARD MORTGAGE COMPANY,"GALION EAST OHIO I, LP",GALION EAST APARTMENTS,1300 HARDING WAY EAST, , ,GALION,OH,448330000,6/22/16 0:00,"$1,625,000",6212598,0.26,Y,N,N,10512,36420,57,FAMILY,54,3,0,0,0,498,730,0,0,0,REHAB/REPAIR
34.703372,-82.940584,2014,BONNEVILLE MORTGAGE COMPANY,SERENITY PLACE LP,SERENITY PLACE,117 NORTHSIDE CIRCLE, , ,SENECA,SC,296720000,10/15/15 0:00,"$586,000",6965534,0.08,Y,N,N,8102,42848,48,SENIOR,12,36,0,0,0,370,490,0,0,0,NEW CONSTRUCTION
39.0871,-94.884806,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","BONNER SPRINGS HOUSING PARTNERS, L.P. II",BONNER HIGHLANDS APARTMENTS,13132 KANSAS AVENUE, , ,BONNER SPRINGS,KS,660120000,11/18/05 0:00,"$1,450,000",3652415,0.4,Y,N,N,6768,43234,36,FAMILY,12,12,12,0,0,467,525,595,0,0,NEW CONSTRUCTION
42.206467,-86.174719,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","WODA DORANNE GREENE, LLC; LIMITED LIABIL",DORANNE GREENE,520 WEST MAIN STREET, , ,HARTFORD,MI,490570000,7/28/06 0:00,"$2,000,000",7060360,0.28,Y,N,N,2476,32879,49,FAMILY,0,0,35,14,0,0,0,577,695,0,NEW CONSTRUCTION
36.21928,-84.150719,2007,BONNEVILLE MORTGAGE COMPANY,"E.H. CREEKWOOD, L.P.",CREEKWOOD APARTMENTS,612 FOURTH STREET, , ,LAKE CITY,TN,377690000,8/7/08 0:00,"$403,453",2834806,0.14,Y,N,N,1888,14844,44,SENIOR,40,4,0,0,0,333,375,0,0,0,REHAB/REPAIR
41.600307,-90.294052,2010,LANCASTER POLLARD MORTGAGE COMPANY,"GENCAP PORT BYRON, LLC",WHISPERING HILLS APARTMENTS,110 - 400 TAYLOR DRIVE, , ,PORT BYRON,IL,612759681,7/15/11 0:00,"$1,555,000",8342739,0.19,Y,N,N,1396,47768,72,FAMILY,40,32,0,0,0,596.8,712.5,0,0,0,REHAB/REPAIR
47.490757,-115.891948,2009,BONNEVILLE MORTGAGE COMPANY,CANYONSIDE WALLACE LLC,CANYONSIDE APARTMENTS,1741 BURKE CANYON ROAD, , ,WALLACE,ID,838730000,3/11/11 0:00,"$580,000",1869488,0.31,Y,N,N,13771,22065,24,FAMILY,4,12,8,0,0,495,674,820,0,0,REHAB/REPAIR
60.087087,24.406552,2008,BONNEVILLE MORTGAGE COMPANY,"CARIB VILLAS IV, ARKANSAS LP",CARIB VILLAS IV,4386 LAGRANDE PRINCE, , ,CHRISTENSTED,VI,8200000,2/2/10 0:00,"$1,980,000",2205000,0.9,Y,N,N,2637,28704,68,FAMILY,40,28,0,0,0,1003,1048,0,0,0,REHAB/REPAIR
41.181339,-83.423454,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","WODA QUAIL MEADOW, LLC",QUAIL MEADOW,595 STEARNS ROAD, , ,FOSTORIA,OH,448300000,10/20/05 0:00,"$1,500,000",6617403,0.23,Y,N,N,13931,31166,50,SENIOR,0,24,26,0,0,0,505,590,0,0,NEW CONSTRUCTION
41.66731,-84.329853,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","CLAY MEADOWS, LIMITED PARTNERSHIP",CLAY MEADOWS,111 WILLIARD COURT, , ,FAYETTE,OH,435210000,1/29/08 0:00,"$159,837",4795524,0.03,Y,N,N,1340,32115,48,FAMILY,24,24,0,0,0,325,425,0,0,0,REHAB/REPAIR
41.66731,-84.329853,2008,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","CLAY MEADOWS, LIMITED PARTNERSHIP",CLAY MEADOWS,111 WILLIARD COURT, , ,FAYETTE,OH,435210000,1/29/08 0:00,"$125,163",4795524,0.03,Y,N,N,1340,32115,48,FAMILY,24,24,0,0,0,325,425,0,0,0,REHAB/REPAIR
